time,Google_impressions,Google_Spend,Bing_Impressions,Bing_Spend,Facebook_Impressions,Facebook_Spend,DV360_Impressions,DV360_spend,Podcasts_impressions,Podcasts-spend,Amazon_Impressions,Amazon_spend,Inuvo_Impressions,Inuvo_Spend,Nexen_Impressions,Nexen_Spend,Trade Desk_Impressions,Trade Desk_Spend,Live Sports Activations_impressions,Live Sports Activations,Promo_Var,revenue
2022-12-08,12905710,12906,21800,21.8,3685600,3685.6,589840,589.84,0,0,234658730,234658.73,0,0,0,0,4142130,4142.13,0,0,0,232314.74
2022-12-09,10883920,10884,28340,28.34,3769650,3769.65,646400,646.4,0,0,2732580,2732.58,0,0,0,0,4721970,4721.97,0,0,0.35,344959.12
2022-12-10,10084350,10084,28340,28.34,3830120,3830.12,856480,856.48,0,0,2882290,2882.29,0,0,0,0,9400040,9400.04,0,0,0.35,302733.71
2022-12-11,9655410,9655,17440,17.44,4100510,4100.51,646400,646.4,0,0,2874790,2874.79,0,0,0,0,3869010,3869.01,0,0,0.35,299075.32
2022-12-12,9895790,9896,30520,30.52,5489100,5489.1,460560,460.56,0,0,2712650,2712.65,0,0,0,0,5654740,5654.74,0,0,0.35,313642.28
2022-12-13,9445180,9445,47960,47.96,6355140,6355.14,363600,363.6,0,0,2693030,2693.03,0,0,0,0,5613340,5613.34,0,0,0.35,314729.38
2022-12-14,11095910,11096,17440,17.44,6183380,6183.38,468640,468.64,0,0,2679500,2679.5,0,0,0,0,5322990,5322.99,0,0,0.35,308481.91
2022-12-15,16792920,16793,28340,28.34,6146300,6146.3,379760,379.76,0,0,256368620,256368.62,0,0,0,0,7497610,7497.61,0,0,0.35,336187.3
2022-12-16,11988630,11989,23980,23.98,6351370,6351.37,266640,266.64,0,0,2757850,2757.85,0,0,0,0,6278240,6278.24,0,0,0.35,358791.73
2022-12-17,12936660,12937,15260,15.26,6914750,6914.75,460560,460.56,0,0,2708250,2708.25,0,0,0,0,5696340,5696.34,0,0,0.35,324257.41
2022-12-18,10366860,10367,19620,19.62,7457290,7457.29,492880,492.88,0,0,2640410,2640.41,0,0,0,0,6094080,6094.08,0,0,0.35,271892.2
2022-12-19,12729520,12730,30520,30.52,7049370,7049.37,339360,339.36,0,0,2837060,2837.06,0,0,0,0,6101210,6101.21,0,0,0.35,333323.5
2022-12-20,14195720,14196,32700,32.7,6549800,6549.8,460560,460.56,0,0,2593430,2593.43,0,0,0,0,6681070,6681.07,0,0,0.35,309635.69
2022-12-21,14020190,14020,10900,10.9,5785480,5785.48,193920,193.92,0,0,2281150,2281.15,0,0,0,0,6467740,6467.74,0,0,0.35,282477.34
2022-12-22,17580360,17580,43600,43.6,5778280,5778.28,509040,509.04,0,0,195252850,195252.85,0,0,0,0,6245170,6245.17,0,0,0.35,269352.24
2022-12-23,12761600,12762,23980,23.98,5792930,5792.93,638320,638.32,0,0,2129510,2129.51,0,0,0,0,6240660,6240.66,0,0,0.35,225846.85
2022-12-24,10797120,10797,34880,34.88,5904160,5904.16,614080,614.08,0,0,1937960,1937.96,0,0,0,0,4889270,4889.27,0,0,0.35,154292.14
2022-12-25,12381120,12381,15260,15.26,6323140,6323.14,379760,379.76,0,0,1921530,1921.53,0,0,0,0,5195150,5195.15,0,0,0.35,199268.34
2022-12-26,18035990,18036,58860,58.86,6024720,6024.72,638320,638.32,0,0,1912490,1912.49,0,0,0,0,6046570,6046.57,0,0,0.35,437143.81
2022-12-27,13670840,13671,47960,47.96,5865460,5865.46,549440,549.44,0,0,1920590,1920.59,0,0,0,0,2954410,2954.41,0,0,0.3,272289.6
2022-12-28,12344470,12344,19620,19.62,5113490,5113.49,533280,533.28,0,0,1898150,1898.15,0,0,0,0,5331730,5331.73,0,0,0.3,235318.68
2022-12-29,13686380,13686,15260,15.26,4833370,4833.37,808000,808,0,0,235829380,235829.38,0,0,0,0,6920820,6920.82,0,0,0.3,230631.48
2022-12-30,11213220,11213,37060,37.06,5053140,5053.14,565600,565.6,0,0,4073940,4073.94,0,0,0,0,6105180,6105.18,0,0,0.3,228596.68
2022-12-31,10683460,10683,19620,19.62,5690170,5690.17,573680,573.68,0,0,2099040,2099.04,0,0,0,0,3932120,3932.12,0,0,0.3,178432.71
2023-01-01,10983930,10984,0,0,7292350,7292.35,1171600,1171.6,0,0,1350160,1350.16,0,0,0,0,4646840,4646.84,0,0,0.3,175132.27
2023-01-02,12418220,12418,0,0,7252530,7252.53,896880,896.88,0,0,1349130,1349.13,0,0,0,0,3968590,3968.59,0,0,0.3,240610.26
2023-01-03,12729440,12729,0,0,5753040,5753.04,872640,872.64,0,0,5858140,5858.14,0,0,0,0,3467660,3467.66,0,0,0.3,238552.8
2023-01-04,13831370,13831,0,0,5056340,5056.34,646400,646.4,0,0,7764760,7764.76,0,0,0,0,3805860,3805.86,0,0,0.3,247288.53
2023-01-05,13136790,13137,0,0,5168020,5168.02,549440,549.44,0,0,7766610,7766.61,0,0,0,0,3399190,3399.19,0,0,0.3,236925.99
2023-01-06,11922280,11922,0,0,5268890,5268.89,492880,492.88,0,0,7678270,7678.27,0,0,0,0,3409050,3409.05,0,0,0.3,244171.8
2023-01-07,10169960,10170,0,0,5371780,5371.78,387840,387.84,0,0,7298530,7298.53,0,0,0,0,2920130,2920.13,0,0,0.3,229207.34
2023-01-08,12083500,12084,0,0,5765010,5765.01,517120,517.12,0,0,6943720,6943.72,0,0,0,0,3275140,3275.14,0,0,0.3,219636.08
2023-01-09,13089390,13089,0,0,5518520,5518.52,404000,404,0,0,5832590,5832.59,0,0,0,0,3112590,3112.59,0,0,0.3,258492.8
2023-01-10,11372460,11372,0,0,5437400,5437.4,581760,581.76,0,0,5056000,5056,0,0,0,0,3502070,3502.07,0,0,0.3,269056.19
2023-01-11,11985300,11985,0,0,5518110,5518.11,597920,597.92,0,0,5022500,5022.5,0,0,0,0,3166770,3166.77,0,0,0.3,262257.37
2023-01-12,10836020,10836,0,0,5715550,5715.55,525200,525.2,0,0,4812700,4812.7,0,0,0,0,3371240,3371.24,0,0,0.3,256206.57
2023-01-13,10762380,10762,0,0,6072450,6072.45,395920,395.92,0,0,4340650,4340.65,0,0,0,0,3239360,3239.36,0,0,0.3,263449.11
2023-01-14,11675930,11676,0,0,6676660,6676.66,298960,298.96,0,0,4129340,4129.34,0,0,0,0,2843940,2843.94,0,0,0.3,329564.71
2023-01-15,11292370,11292,0,0,6965700,6965.7,517120,517.12,0,0,4162570,4162.57,0,0,0,0,3031470,3031.47,0,0,0.3,272115.7
2023-01-16,10868930,10869,0,0,6643770,6643.77,565600,565.6,0,0,4066830,4066.83,0,0,0,0,3098100,3098.1,0,0,0.3,273812.17
2023-01-17,12831800,12832,0,0,6917300,6917.3,549440,549.44,0,0,3740030,3740.03,0,0,0,0,3061280,3061.28,0,0,0.3,251436.11
2023-01-18,17986330,17986,63220,63.22,8004740,8004.74,339360,339.36,0,0,3580620,3580.62,0,0,0,0,2865560,2865.56,0,0,0.3,277045.02
2023-01-19,16522460,16522,28340,28.34,8219100,8219.1,298960,298.96,0,0,3672540,3672.54,0,0,0,0,2936400,2936.4,0,0,0.3,266158.05
2023-01-20,16850510,16851,26160,26.16,8749000,8749,355520,355.52,0,0,3507510,3507.51,0,0,0,0,3049780,3049.78,0,0,0.3,269908.55
2023-01-21,16280940,16281,54500,54.5,9095250,9095.25,428240,428.24,0,0,3464140,3464.14,0,0,0,0,2483070,2483.07,0,0,0.3,252640.83
2023-01-22,16147310,16147,23980,23.98,9488710,9488.71,824160,824.16,0,0,3440920,3440.92,0,0,0,0,2765360,2765.36,0,0,0.3,248081.23
2023-01-23,15840600,15841,39240,39.24,9121350,9121.35,460560,460.56,0,0,3553840,3553.84,0,0,0,0,2674820,2674.82,0,0,0.3,276107.01
2023-01-24,10916620,10917,21800,21.8,8942620,8942.62,638320,638.32,0,0,3412540,3412.54,0,0,0,0,3041860,3041.86,0,0,0.3,271999.74
2023-01-25,18545860,18546,6540,6.54,8966970,8966.97,476720,476.72,0,0,3639080,3639.08,0,0,0,0,3291950,3291.95,0,0,0,272768.47
2023-01-26,12428650,12429,37060,37.06,9065670,9065.67,492880,492.88,0,0,3774070,3774.07,0,0,0,0,3185410,3185.41,0,0,0,241456.04
2023-01-27,9745040,9745,28340,28.34,8997810,8997.81,500960,500.96,0,0,3815430,3815.43,0,0,0,0,3318220,3318.22,0,0,0,244208.16
2023-01-28,12528620,12529,10900,10.9,9584240,9584.24,452480,452.48,0,0,3621570,3621.57,0,0,0,0,3018760,3018.76,0,0,0,223779.6
2023-01-29,8735940,8736,17440,17.44,10322480,10322.48,436320,436.32,0,0,3810640,3810.64,0,0,0,0,3206810,3206.81,0,0,0,215362.95
2023-01-30,10610020,10610,28340,28.34,9856180,9856.18,614080,614.08,0,0,4062500,4062.5,0,0,0,0,2983440,2983.44,0,0,0,257202.58
2023-01-31,11944380,11944,30520,30.52,10063700,10063.7,363600,363.6,0,0,3778590,3778.59,0,0,0,0,3526280,3526.28,0,0,0,256939.51
2023-02-01,12083420,12083,23980,23.98,10089680,10089.68,484800,484.8,0,0,3963880,3963.88,0,0,0,0,3399150,3399.15,0,0,0.21,423311.4
2023-02-02,11239800,11240,28340,28.34,10231350,10231.35,460560,460.56,0,0,3732150,3732.15,0,0,0,0,1069230,1069.23,0,0,0.21,329795.62
2023-02-03,13672650,13673,26160,26.16,10995540,10995.54,565600,565.6,0,0,3795330,3795.33,0,0,0,0,347690,347.69,0,0,0.21,298738.51
2023-02-04,13539870,13540,30520,30.52,11406220,11406.22,662560,662.56,0,0,3740120,3740.12,0,0,0,0,285640,285.64,0,0,0.21,272677.65
2023-02-05,11948750,11949,30520,30.52,11806330,11806.33,460560,460.56,0,0,3792870,3792.87,0,0,0,0,299890,299.89,0,0,0.21,260717.88
2023-02-06,13319860,13320,34880,34.88,11283310,11283.31,395920,395.92,0,0,3773820,3773.82,0,0,0,0,293670,293.67,0,0,0.21,308610.3
2023-02-07,10686520,10687,30520,30.52,11495870,11495.87,557520,557.52,0,0,3154260,3154.26,0,0,0,0,314550,314.55,0,0,0.21,284486.13
2023-02-08,10827020,10827,37060,37.06,11307090,11307.09,476720,476.72,0,0,3060510,3060.51,0,0,0,0,287310,287.31,0,0,0.21,296162.49
2023-02-09,12669240,12669,39240,39.24,11299910,11299.91,614080,614.08,0,0,3289610,3289.61,0,0,0,0,306350,306.35,0,0,0.21,297760.08
2023-02-10,12429490,12429,41420,41.42,11661050,11661.05,557520,557.52,0,0,2952750,2952.75,0,0,0,0,286580,286.58,0,0,0.21,281697.22
2023-02-11,13927190,13927,41420,41.42,11957980,11957.98,573680,573.68,0,0,2928840,2928.84,0,0,0,0,251260,251.26,0,0,0.21,241840.08
2023-02-12,13905730,13906,19620,19.62,12266500,12266.5,468640,468.64,0,0,2738870,2738.87,0,0,0,0,276790,276.79,0,0,0.21,227601.91
2023-02-13,13695270,13695,26160,26.16,10612270,10612.27,428240,428.24,0,0,2518980,2518.98,0,0,0,0,258320,258.32,0,0,0.21,262626.64
2023-02-14,13909540,13910,47960,47.96,10883520,10883.52,460560,460.56,0,0,2550380,2550.38,0,0,0,0,269050,269.05,0,0,0.21,272454.07
2023-02-15,14280810,14281,28340,28.34,8493810,8493.81,484800,484.8,0,0,2665950,2665.95,0,0,0,0,277420,277.42,0,0,0,311441.23
2023-02-16,12903460,12903,30520,30.52,8101870,8101.87,428240,428.24,0,0,2933970,2933.97,0,0,0,0,306300,306.3,0,0,0,263723.38
2023-02-17,12141720,12142,45780,45.78,8119140,8119.14,452480,452.48,0,0,2690440,2690.44,0,0,0,0,258380,258.38,0,0,0,231934.25
2023-02-18,11511300,11511,17440,17.44,6800300,6800.3,614080,614.08,0,0,771780,771.78,0,0,0,0,238210,238.21,0,0,0.2,281769.82
2023-02-19,10345350,10345,10900,10.9,6515610,6515.61,323200,323.2,0,0,761000,761,0,0,0,0,238260,238.26,0,0,0.2,249365.06
2023-02-20,11540110,11540,41420,41.42,6543680,6543.68,783760,783.76,0,0,757270,757.27,0,0,0,0,238640,238.64,0,0,0.2,264066.32
2023-02-21,11435410,11435,43600,43.6,6400530,6400.53,395920,395.92,0,0,743760,743.76,0,0,0,0,260300,260.3,0,0,0.2,247927
2023-02-22,13543230,13543,26160,26.16,6276930,6276.93,565600,565.6,0,0,836230,836.23,0,0,0,0,133640,133.64,0,0,0.2,242206.28
2023-02-23,9473960,9474,21800,21.8,6241810,6241.81,420160,420.16,0,0,833860,833.86,0,0,0,0,69450,69.45,0,0,0.2,238709.67
2023-02-24,9294750,9295,23980,23.98,5842130,5842.13,444400,444.4,0,0,796650,796.65,0,0,0,0,63650,63.65,0,0,0.2,243194.69
2023-02-25,9368990,9369,26160,26.16,5981070,5981.07,500960,500.96,0,0,832390,832.39,0,0,0,0,64700,64.7,0,0,0.2,225083.93
2023-02-26,9640870,9641,21800,21.8,6443940,6443.94,484800,484.8,0,0,779630,779.63,0,0,0,0,71690,71.69,0,0,0.2,226923.09
2023-02-27,10550380,10550,15260,15.26,6028390,6028.39,371680,371.68,0,0,820810,820.81,0,0,0,0,24430,24.43,0,0,0.2,268277.82
2023-02-28,10477480,10477,30520,30.52,5937360,5937.36,339360,339.36,0,0,710410,710.41,0,0,0,0,1290,1.29,0,0,0.2,260061.63
2023-03-01,8098260,8098,15260,15.26,6327120,6327.12,468640,468.64,0,0,773570,773.57,0,0,0,0,142240,142.24,0,0,0,301906.74
2023-03-02,6582400,6582,23980,23.98,6759590,6759.59,371680,371.68,0,0,721780,721.78,0,0,0,0,114460,114.46,0,0,0,229918.14
2023-03-03,6167210,6167,39240,39.24,6894820,6894.82,476720,476.72,0,0,726640,726.64,0,0,0,0,97930,97.93,0,0,0,216865.56
2023-03-04,5861270,5861,21800,21.8,6967250,6967.25,428240,428.24,0,0,707470,707.47,0,0,0,0,97150,97.15,0,0,0,218441.45
2023-03-05,5587540,5588,26160,26.16,7234180,7234.18,371680,371.68,0,0,706500,706.5,0,0,0,0,91370,91.37,0,0,0,209369.49
2023-03-06,6312840,6313,23980,23.98,7024140,7024.14,371680,371.68,0,0,716840,716.84,0,0,0,0,101580,101.58,0,0,0,233519.93
2023-03-07,6526440,6526,43600,43.6,6860320,6860.32,517120,517.12,0,0,688730,688.73,0,0,0,0,91950,91.95,0,0,0,256224.85
2023-03-08,6170330,6170,28340,28.34,6538810,6538.81,436320,436.32,0,0,720500,720.5,0,0,0,0,99680,99.68,0,0,0,239950.62
2023-03-09,6661590,6662,23980,23.98,6486270,6486.27,436320,436.32,0,0,687520,687.52,0,0,0,0,95040,95.04,0,0,0,243059.59
2023-03-10,6619520,6620,28340,28.34,6520840,6520.84,290880,290.88,0,0,700520,700.52,0,0,0,0,97740,97.74,0,0,0,235002.64
2023-03-11,7006130,7006,17440,17.44,6965510,6965.51,395920,395.92,0,0,674420,674.42,0,0,0,0,87530,87.53,0,0,0,242685.36
2023-03-12,6328970,6329,17440,17.44,7150140,7150.14,468640,468.64,0,0,653650,653.65,0,0,0,0,85330,85.33,0,0,0,226808.25
2023-03-13,7963200,7963,87200,87.2,6813540,6813.54,492880,492.88,0,0,668110,668.11,0,0,0,0,110370,110.37,0,0,0,253618.84
2023-03-14,7561830,7562,23980,23.98,6689590,6689.59,565600,565.6,0,0,668920,668.92,0,0,0,0,109040,109.04,0,0,0,255058.45
2023-03-15,7449020,7449,6540,6.54,6464330,6464.33,420160,420.16,0,0,659080,659.08,0,0,0,0,120650,120.65,0,0,0.2,288612.89
2023-03-16,6740600,6741,21800,21.8,6588040,6588.04,428240,428.24,0,0,716590,716.59,0,0,0,0,101800,101.8,0,0,0.2,273585.25
2023-03-17,6273290,6273,23980,23.98,7188290,7188.29,589840,589.84,0,0,651560,651.56,0,0,0,0,123640,123.64,0,0,0.26,255452.89
2023-03-18,6214970,6215,10900,10.9,7738830,7738.83,476720,476.72,0,0,642500,642.5,0,0,0,0,94730,94.73,0,0,0.26,227958.43
2023-03-19,6452430,6452,19620,19.62,8630810,8630.81,606000,606,0,0,644260,644.26,0,0,0,0,110320,110.32,0,0,0.26,253630.44
2023-03-20,6602600,6603,19620,19.62,8099630,8099.63,444400,444.4,0,0,683900,683.9,0,0,0,0,118740,118.74,0,0,0.26,269641.22
2023-03-21,6992330,6992,23980,23.98,9432620,9432.62,347440,347.44,0,0,625810,625.81,0,0,0,0,109450,109.45,0,0,0.26,243402.64
2023-03-22,7057100,7057,37060,37.06,9666730,9666.73,371680,371.68,0,0,615780,615.78,0,0,0,0,113870,113.87,0,0,0.33,265566.95
2023-03-23,7459530,7460,32700,32.7,9474990,9474.99,404000,404,0,0,672810,672.81,0,0,0,0,113620,113.62,0,0,0.33,256135.79
2023-03-24,7644290,7644,37060,37.06,9412260,9412.26,379760,379.76,0,0,575660,575.66,0,0,0,0,120190,120.19,0,0,0.33,314039.83
2023-03-25,7275850,7276,28340,28.34,9598040,9598.04,371680,371.68,0,0,576120,576.12,0,0,0,0,101970,101.97,0,0,0.33,279286.24
2023-03-26,6327940,6328,39240,39.24,9994230,9994.23,404000,404,0,0,556310,556.31,0,0,0,0,128240,128.24,0,0,0.33,273011.19
2023-03-27,7892920,7893,23980,23.98,7405880,7405.88,404000,404,0,0,544810,544.81,0,0,0,0,127100,127.1,0,0,0.33,276050.76
2023-03-28,7426380,7426,45780,45.78,6238900,6238.9,218160,218.16,0,0,531470,531.47,0,0,0,0,127180,127.18,0,0,0.33,326388.23
2023-03-29,7065050,7065,43600,43.6,5666300,5666.3,323200,323.2,0,0,511750,511.75,0,0,0,0,135560,135.56,0,0,0.33,355235.51
2023-03-30,5384920,5385,45780,45.78,5708920,5708.92,395920,395.92,0,0,1645570,1645.57,0,0,0,0,141690,141.69,0,0,0.33,299333.98
2023-03-31,4383810,4384,32700,32.7,5770900,5770.9,266640,266.64,0,0,3737120,3737.12,0,0,0,0,56620,56.62,0,0,0.33,274368.72
2023-04-01,4191860,4192,30520,30.52,5970640,5970.64,24240,24.24,0,0,4513930,4513.93,0,0,2494400,2494.4,390,0.39,0,0,0.33,247744.15
2023-04-02,4485910,4486,54500,54.5,6163250,6163.25,8080,8.08,0,0,4498450,4498.45,0,0,2667310,2667.31,340,0.34,0,0,0.33,355344.69
2023-04-03,5754730,5755,30520,30.52,5610870,5610.87,0,0,0,0,4461040,4461.04,0,0,2684600,2684.6,270,0.27,0,0,0.33,282267.93
2023-04-04,6614490,6614,45780,45.78,5212350,5212.35,0,0,0,0,4503730,4503.73,0,0,2680830,2680.83,350,0.35,0,0,0.33,254054.73
2023-04-05,6823460,6823,37060,37.06,5132090,5132.09,0,0,0,0,4509040,4509.04,0,0,2685750,2685.75,190,0.19,0,0,0.33,256134.58
2023-04-06,6343590,6344,43600,43.6,5083510,5083.51,0,0,0,0,4304920,4304.92,0,0,2668770,2668.77,140,0.14,0,0,0.33,258514.72
2023-04-07,6009060,6009,32700,32.7,5038820,5038.82,0,0,0,0,3660150,3660.15,0,0,2608970,2608.97,230,0.23,0,0,0.33,240631.66
2023-04-08,5781920,5782,45780,45.78,4974360,4974.36,0,0,0,0,3655990,3655.99,0,0,2532900,2532.9,120,0.12,0,0,0.33,222203.51
2023-04-09,5386800,5387,152600,152.6,5481600,5481.6,0,0,0,0,3256280,3256.28,0,0,2531370,2531.37,90,0.09,0,0,0.33,202227.07
2023-04-10,7002160,7002,135160,135.16,5239440,5239.44,0,0,0,0,3157280,3157.28,0,0,2443890,2443.89,160,0.16,0,0,0.33,273840.09
2023-04-11,6516580,6517,39240,39.24,5110760,5110.76,0,0,0,0,2943390,2943.39,0,0,2369210,2369.21,170,0.17,0,0,0.33,280014.01
2023-04-12,5792260,5792,30520,30.52,4996980,4996.98,8080,8.08,0,0,2792230,2792.23,0,0,2398240,2398.24,120,0.12,0,0,0.33,259626.93
2023-04-13,5672990,5673,28340,28.34,4924700,4924.7,0,0,0,0,2766550,2766.55,0,0,2419950,2419.95,440,0.44,0,0,0.33,267537.56
2023-04-14,5878110,5878,19620,19.62,4982360,4982.36,0,0,0,0,2506680,2506.68,0,0,2552890,2552.89,550,0.55,0,0,0.33,237925.42
2023-04-15,5305570,5306,23980,23.98,5156530,5156.53,0,0,0,0,2408270,2408.27,0,0,2613370,2613.37,160,0.16,0,0,0.33,221947.57
2023-04-16,5377410,5377,15260,15.26,5431240,5431.24,0,0,0,0,2425000,2425,0,0,2629680,2629.68,90,0.09,0,0,0.33,252743.79
2023-04-17,5678640,5679,41420,41.42,5147690,5147.69,0,0,0,0,2449180,2449.18,0,0,2621210,2621.21,180,0.18,0,0,0.33,279138.67
2023-04-18,5273540,5274,39240,39.24,5070410,5070.41,0,0,0,0,2425230,2425.23,0,0,2661350,2661.35,110,0.11,0,0,0.33,284370.36
2023-04-19,5303550,5304,19620,19.62,5029110,5029.11,0,0,0,0,2447770,2447.77,0,0,2639580,2639.58,230,0.23,0,0,0.27,264605.23
2023-04-20,4856910,4857,19620,19.62,4359270,4359.27,8080,8.08,0,0,2422350,2422.35,0,0,2671780,2671.78,90,0.09,0,0,0.27,253694.32
2023-04-21,4891370,4891,50140,50.14,3835860,3835.86,0,0,0,0,2390070,2390.07,0,0,2671880,2671.88,30,0.03,0,0,0.27,228461.3
2023-04-22,5099790,5100,23980,23.98,4051290,4051.29,0,0,0,0,2522550,2522.55,0,0,2660190,2660.19,330,0.33,0,0,0.27,224709.61
2023-04-23,5206850,5207,21800,21.8,4206130,4206.13,0,0,0,0,2387490,2387.49,0,0,2579950,2579.95,170,0.17,0,0,0.27,231903.83
2023-04-24,6146570,6147,26160,26.16,3962100,3962.1,0,0,0,0,2405560,2405.56,0,0,2658580,2658.58,190,0.19,0,0,0.27,314529.37
2023-04-25,6487640,6488,32700,32.7,3865780,3865.78,0,0,0,0,2409160,2409.16,0,0,2657960,2657.96,190,0.19,0,0,0.27,259847.61
2023-04-26,6266060,6266,21800,21.8,3822900,3822.9,0,0,0,0,2391260,2391.26,0,0,2649000,2649,80,0.08,0,0,0.27,237593.35
2023-04-27,7209320,7209,30520,30.52,3775810,3775.81,8080,8.08,0,0,2396820,2396.82,0,0,2657420,2657.42,110,0.11,0,0,0.27,242547.12
2023-04-28,7344260,7344,23980,23.98,3759440,3759.44,16160,16.16,0,0,2414200,2414.2,0,0,2669870,2669.87,190,0.19,0,0,0.27,254263.68
2023-04-29,6853900,6854,37060,37.06,3983050,3983.05,0,0,0,0,2388280,2388.28,0,0,2672300,2672.3,120,0.12,0,0,0.27,219073.71
2023-04-30,6529340,6529,39240,39.24,4146770,4146.77,0,0,0,0,2362700,2362.7,0,0,2652680,2652.68,290,0.29,0,0,0.27,231905.05
2023-05-01,5730810,5731,32700,32.7,3958830,3958.83,0,0,0,0,6238880,6238.88,0,0,6387060,6387.06,140,0.14,0,0,0.27,268440.46
2023-05-02,9485650,9486,45780,45.78,3564640,3564.64,0,0,0,0,6142210,6142.21,0,0,6441600,6441.6,120,0.12,0,0,0.27,251730.88
2023-05-03,8607930,8608,15260,15.26,8087750,8087.75,573680,573.68,0,0,5965600,5965.6,0,0,6220630,6220.63,50,0.05,0,0,0.5,305672.39
2023-05-04,8797690,8798,23980,23.98,8151960,8151.96,816080,816.08,0,0,6344810,6344.81,0,0,6505990,6505.99,90,0.09,0,0,0.5,278124.16
2023-05-05,7967560,7968,30520,30.52,8030050,8030.05,646400,646.4,0,0,6008320,6008.32,0,0,6305160,6305.16,50,0.05,0,0,0.5,271887.05
2023-05-06,7093860,7094,19620,19.62,8319280,8319.28,880720,880.72,0,0,5194640,5194.64,0,0,5517490,5517.49,50,0.05,0,0,0.5,228959.58
2023-05-07,6750440,6750,21800,21.8,8244350,8244.35,1042320,1042.32,0,0,5192920,5192.92,0,0,5423930,5423.93,50,0.05,0,0,0.5,270447.88
2023-05-08,7408970,7409,23980,23.98,7850290,7850.29,1583680,1583.68,0,0,5780260,5780.26,0,0,6094580,6094.58,50,0.05,0,0,0.5,301819.47
2023-05-09,6071470,6071,34880,34.88,7629950,7629.95,1179680,1179.68,0,0,5958960,5958.96,0,0,6286000,6286,70,0.07,0,0,0.5,281739.09
2023-05-10,5898410,5898,37060,37.06,7255700,7255.7,759520,759.52,0,0,6144660,6144.66,0,0,6162860,6162.86,100,0.1,0,0,0.5,272797
2023-05-11,5884680,5885,26160,26.16,7177610,7177.61,1155440,1155.44,0,0,6078070,6078.07,0,0,5419840,5419.84,70,0.07,0,0,0.5,254562.41
2023-05-12,6552240,6552,19620,19.62,7256060,7256.06,1026160,1026.16,0,0,5863180,5863.18,0,0,5360440,5360.44,360,0.36,0,0,0.5,253417.87
2023-05-13,6252530,6253,10900,10.9,7844810,7844.81,1187760,1187.76,0,0,4942820,4942.82,0,0,4595250,4595.25,100,0.1,0,0,0.5,220349.44
2023-05-14,6276410,6276,58860,58.86,8863400,8863.4,1244320,1244.32,0,0,4853400,4853.4,0,0,4515030,4515.03,80,0.08,0,0,0.5,234401.11
2023-05-15,6814930,6815,23980,23.98,1390080,1390.08,72720,72.72,0,0,6308860,6308.86,0,0,5943400,5943.4,90,0.09,0,0,0.5,299690.65
2023-05-16,6232290,6232,30520,30.52,1360700,1360.7,16160,16.16,0,0,6579240,6579.24,0,0,6308090,6308.09,70,0.07,0,0,0.5,245398.35
2023-05-17,6227430,6227,32700,32.7,1330760,1330.76,16160,16.16,0,0,6994360,6994.36,0,0,6870890,6870.89,90,0.09,0,0,0.5,280179.22
2023-05-18,6248110,6248,21800,21.8,6242870,6242.87,8080,8.08,0,0,6995920,6995.92,0,0,6999470,6999.47,290,0.29,0,0,0.5,258251.09
2023-05-19,6472090,6472,13080,13.08,4746840,4746.84,1850320,1850.32,0,0,6516680,6516.68,0,0,6551900,6551.9,90,0.09,0,0,0.5,301827.52
2023-05-20,6516540,6517,19620,19.62,4471270,4471.27,1244320,1244.32,0,0,4896590,4896.59,0,0,4955130,4955.13,80,0.08,0,0,0.5,225929.98
2023-05-21,7444280,7444,8720,8.72,4146940,4146.94,1308960,1308.96,0,0,4882380,4882.38,0,0,5149770,5149.77,50,0.05,0,0,0.5,245834.74
2023-05-22,8481770,8482,39240,39.24,4101920,4101.92,1357440,1357.44,0,0,6712110,6712.11,0,0,6931930,6931.93,80,0.08,0,0,0.5,335969.38
2023-05-23,7706750,7707,15260,15.26,5274520,5274.52,1236240,1236.24,0,0,7144220,7144.22,0,0,7259600,7259.6,70,0.07,0,0,0.5,288515.22
2023-05-24,7831020,7831,30520,30.52,5179050,5179.05,1001920,1001.92,0,0,6408470,6408.47,0,0,6703610,6703.61,50,0.05,0,0,0.5,284599.67
2023-05-25,7168210,7168,28340,28.34,4978060,4978.06,2302800,2302.8,0,0,4733510,4733.51,0,0,5035330,5035.33,60,0.06,0,0,0.15,307518.82
2023-05-26,6495750,6496,32700,32.7,2488640,2488.64,32320,32.32,0,0,6810200,6810.2,0,0,7338530,7338.53,90,0.09,0,0,0.15,225501.3
2023-05-27,6763990,6764,17440,17.44,2379970,2379.97,0,0,0,0,6854610,6854.61,0,0,7730460,7730.46,80,0.08,0,0,0.2,299815.69
2023-05-28,6393540,6394,10900,10.9,2429500,2429.5,16160,16.16,0,0,7524120,7524.12,0,0,8612560,8612.56,120,0.12,0,0,0.2,246170.7
2023-05-29,6915890,6916,17440,17.44,1830070,1830.07,48480,48.48,0,0,5689060,5689.06,0,0,6978780,6978.78,30,0.03,0,0,0.2,296264.8
2023-05-30,7755420,7755,41420,41.42,2475400,2475.4,8080,8.08,0,0,7511020,7511.02,0,0,8875400,8875.4,80,0.08,0,0,0.2,290394.38
2023-05-31,7876580,7877,26160,26.16,2422370,2422.37,24240,24.24,0,0,7552140,7552.14,0,0,9172690,9172.69,50,0.05,0,0,0.2,283026.25
