time,google_impressions,display_impressions,ctv_impressions,meta_impressions,google_spend, display_spend,ctv_spend,meta_spend,lead_created_count,avg_lead_value,total_revenue,organic_impressions_searchconsole
2024-11-23,17113,0,0,0,484.38,0,0,0,26,1200,31200,87477
2024-11-24,16762,0,0,0,431.07,0,0,0,32,1200,38400,82315
2024-11-25,14973,0,0,0,388.32,0,0,0,39,1200,46800,83539
2024-11-26,14960,0,0,0,381.4,0,0,0,22,1200,26400,83216
2024-11-27,13537,0,0,0,393.93,0,0,0,21,1200,25200,80939
2024-11-28,10640,0,0,0,347.11,0,0,0,24,1200,28800,68383
2024-11-29,11937,0,0,0,360.77,0,0,0,24,1200,28800,88567
2024-11-30,11024,0,0,0,322.71,0,0,0,26,1200,31200,84553
2024-12-01,10436,0,0,0,413.21,0,0,0,44,1200,52800,81246
2024-12-02,10672,0,0,0,412.75,0,0,0,45,1200,54000,89088
2024-12-03,12413,0,0,0,405.58,0,0,0,48,1200,57600,83736
2024-12-04,14354,0,0,0,402.57,0,0,0,61,1200,73200,91219
2024-12-05,15319,0,0,0,372.63,0,0,0,29,1200,34800,92435
2024-12-06,14795,0,0,0,382.89,0,0,0,23,1200,27600,90036
2024-12-07,18763,0,0,0,389.55,0,0,0,21,1200,25200,90927
2024-12-08,18252,0,0,0,412.3,0,0,0,33,1200,39600,77451
2024-12-09,15031,0,0,0,309.18,0,0,0,29,1200,34800,78244
2024-12-10,20346,0,0,0,287.05,0,0,0,18,1200,21600,75364
2024-12-11,13427,0,0,0,213.97,0,0,0,23,1200,27600,69840
2024-12-12,11530,0,0,0,149.02,0,0,0,25,1200,30000,65327
2024-12-13,8212,0,0,0,136.9,0,0,0,20,1200,24000,66819
2024-12-14,9871,0,0,0,137.91,0,0,0,19,1200,22800,62935
2024-12-15,10429,0,0,0,106.44,0,0,0,12,1200,14400,52669
2024-12-16,8110,0,0,0,169.41,0,0,0,16,1200,19200,60218
2024-12-17,9070,0,0,0,127.71,0,0,0,16,1200,19200,54606
2024-12-18,8136,0,0,0,121.51,0,0,0,28,1200,33600,51077
2024-12-19,8591,0,0,0,114.55,0,0,0,20,1200,24000,49453
2024-12-20,7561,0,0,0,88.41,0,0,0,17,1200,20400,54994
2024-12-21,9178,0,0,0,120.27,0,0,0,14,1200,16800,52187
2024-12-22,10454,0,0,0,88.55,0,0,0,12,1200,14400,48066
2024-12-23,13966,0,0,0,115.34,0,0,0,30,1200,36000,46698
2024-12-24,11009,0,0,0,90.77,0,0,0,7,1200,8400,36147
2024-12-25,9761,0,0,0,92.27,0,0,0,4,1200,4800,35188
2024-12-26,12971,0,0,0,120.41,0,0,0,9,1200,10800,44837
2024-12-27,10168,0,0,0,101.88,0,0,0,17,1200,20400,47593
2024-12-28,11034,0,0,0,115.04,0,0,0,20,1200,24000,47920
2024-12-29,8892,0,0,0,112.91,0,0,0,12,1200,14400,44046
2024-12-30,8058,0,0,0,91.45,0,0,0,22,1200,26400,46309
2024-12-31,5223,0,0,0,57.79,0,0,0,22,1200,26400,39181
2025-01-01,7683,65337,17243,0,100.29,368.78,445.23,0,24,1200,28800,35310
2025-01-02,7110,59804,17523,0,163.58,349.4,448.29,0,31,1200,37200,43305
2025-01-03,15044,74449,17554,0,189.04,432.26,446.66,0,32,1200,38400,43396
2025-01-04,26780,58560,17514,0,531.75,344.91,446.24,0,48,1200,57600,44989
2025-01-05,36517,58856,17540,0,343.92,343.15,446.23,0,22,1200,26400,40733
2025-01-06,31246,58492,17471,0,352.5,343.31,444.92,0,28,1200,33600,41124
2025-01-07,33296,58923,17570,0,323.44,345.07,448.04,0,20,1200,24000,46340
2025-01-08,27708,59043,17531,0,310.64,345.44,445.06,0,33,1200,39600,42695
2025-01-09,33388,59345,17533,0,427.69,348.74,447.57,0,36,1200,43200,39383
2025-01-10,33507,58961,18110,0,257.73,347.09,461.54,0,34,1200,40800,50656
2025-01-11,69264,58664,17512,0,1026.67,343.19,446.53,0,38,1200,45600,51870
2025-01-12,58107,58442,17455,0,661.53,343.35,446.24,0,39,1200,46800,56292
2025-01-13,54767,59066,17560,0,590.94,343.78,448.11,0,41,1200,49200,56197
2025-01-14,49823,58921,17661,0,663.28,344.6,449.92,0,43,1200,51600,57574
2025-01-15,55308,59738,17446,0,788.74,351.3,444.82,0,38,1200,45600,48994
2025-01-16,55916,59005,15509,0,814.59,345.16,444.92,0,36,1200,43200,48380
2025-01-17,50338,58734,15913,0,808.81,345.14,446.06,0,40,1200,48000,58384
2025-01-18,47946,58342,15829,0,795.81,343.72,445.18,0,37,1200,44400,61659
2025-01-19,38594,58720,16043,0,664.91,343.02,449,0,39,1200,46800,59843
2025-01-20,41361,59393,16132,0,689.02,348.68,452.19,0,36,1200,43200,61089
2025-01-21,30911,59147,15979,0,599.76,347.65,447.22,0,40,1200,48000,64728
2025-01-22,27789,58723,15973,0,455.95,345.43,447.91,0,32,1200,38400,65477
2025-01-23,33832,58911,15920,0,558.6,347.8,446.3,0,37,1200,44400,62745
2025-01-24,36701,58925,15976,0,687.9,346.3,448.06,0,53,1200,63600,60843
2025-01-25,45258,60007,16192,0,641.8,353,453.47,0,47,1200,56400,71549
2025-01-26,43502,58956,15808,0,573.14,347.89,444.38,0,35,1200,42000,63144
2025-01-27,33747,58201,15951,0,533.53,342.47,446.3,0,39,1200,46800,61748
2025-01-28,31749,58512,15980,0,499.73,344.92,447.32,0,37,1200,44400,61323
2025-01-29,36451,58221,15960,0,565.36,343.31,446.94,0,31,1200,37200,61560
2025-01-30,35707,58861,16041,0,494.37,346,449.34,0,51,1200,61200,56570
2025-01-31,37309,59206,15842,0,538.31,348.59,444.43,0,50,1200,60000,63620
2025-02-01,49897,58385,15849,0,683.84,343.77,444.45,0,58,1200,69600,74359
2025-02-02,44510,59710,15851,0,633.59,351.47,443.69,0,48,1200,57600,75246
2025-02-03,32480,58911,15918,0,573.53,346.85,445.56,0,42,1200,50400,69785
2025-02-04,33178,58288,15852,0,714.28,343.86,444.01,0,39,1200,46800,65567
2025-02-05,33273,58896,16090,0,575.39,347.11,450.95,0,47,1200,56400,64345
2025-02-06,23167,58196,15813,0,516.13,342.75,443.35,0,37,1200,44400,62596
2025-02-07,22381,58575,15793,0,462.16,344.74,445.83,0,32,1200,38400,69693
2025-02-08,29190,58163,15644,0,510.45,342.66,448.44,0,50,1200,60000,74281
2025-02-09,27356,58221,15720,0,459.17,343.41,450.96,0,36,1200,43200,68828
2025-02-10,27560,58976,15472,0,505.28,347.62,443.79,0,43,1200,51600,70129
2025-02-11,28087,58104,15987,0,477.89,342.32,449.04,0,47,1200,56400,70447
2025-02-12,26928,58813,15771,0,533.68,346.1,444.38,0,53,1200,63600,65425
2025-02-13,30659,58066,16139,0,555.85,341.94,449.19,0,43,1200,51600,60909
2025-02-14,28098,58149,15900,0,550.02,342.5,445.28,0,41,1200,49200,71062
2025-02-15,34119,58256,15802,0,587.1,343,442.98,0,41,1200,49200,68252
2025-02-16,28211,58096,15777,0,517.43,342.61,443.72,0,40,1200,48000,76731
2025-02-17,24580,57887,15921,0,422.51,341.97,445.78,0,35,1200,42000,75903
2025-02-18,28123,58142,15875,0,517.16,342.11,444.44,0,43,1200,51600,73762
2025-02-19,30037,59593,15815,0,497.07,351.29,443.23,0,39,1200,46800,78322
2025-02-20,31626,57984,15754,0,515.2,341.38,442.11,0,40,1200,48000,79845
2025-02-21,25435,58229,16091,0,530.07,342.82,443.79,0,53,1200,63600,74790
2025-02-22,33612,58367,16003,0,472.75,343.82,443.15,0,50,1200,60000,86465
2025-02-23,34378,58154,16329,0,509.73,342.34,450.44,0,40,1200,48000,82079
2025-02-24,26151,58348,16159,0,437.58,343.2,445.32,0,64,1200,76800,78248
2025-02-25,28873,57638,16148,0,522.34,338.91,443.12,0,47,1200,56400,76722
2025-02-26,24156,53021,15960,0,400.62,312.56,441.4,0,75,1200,90000,71878
2025-02-27,21319,58076,16082,0,369.16,342.54,442.37,0,55,1200,66000,72320
2025-02-28,10610,58213,16069,0,271.34,342.38,443.56,0,52,1200,62400,82581
2025-03-01,16280,58091,16061,0,333.37,342.63,442.29,0,57,1200,68400,92444
2025-03-02,17416,58173,16316,0,328.77,342.77,447.2,0,52,1200,62400,92592
2025-03-03,15425,57950,16047,0,318.67,341.76,441.59,0,56,1200,67200,80690
2025-03-04,13579,58148,16239,0,255.82,342.58,444.36,0,54,1200,64800,81025
2025-03-05,13516,58318,15919,0,281.04,344.44,440.74,0,64,1200,76800,74834
2025-03-06,15358,58007,16008,0,373.79,341.91,441.86,0,64,1200,76800,76057
2025-03-07,15129,58516,16272,0,300.99,344.49,447.24,0,57,1200,68400,83196
2025-03-08,22424,58204,15923,0,391.67,343.1,442.8,0,65,1200,78000,96290
2025-03-09,19957,57928,16017,0,339.11,341.56,443.72,0,69,1200,82800,87022
2025-03-10,17637,58031,16234,0,339.54,342.57,447.17,0,74,1200,88800,88929
2025-03-11,15414,58013,16376,0,261.95,342.98,451.02,0,74,1200,88800,85138
2025-03-12,43104,57831,15779,0,459.8,340.73,439.04,0,60,1200,72000,81061
2025-03-13,47894,57780,15863,0,601.91,339.93,440.91,0,66,1200,79200,82332
2025-03-14,40414,58146,15980,0,586.88,342.58,441,0,57,1200,68400,92224
2025-03-15,44826,58135,15822,0,647.98,342.58,439.46,0,80,1200,96000,99281
2025-03-16,45331,58017,15826,0,556.72,341.4,439.37,0,61,1200,73200,88107
2025-03-17,47696,57916,15978,0,602.52,341.12,440.36,0,53,1200,63600,98011
2025-03-18,40566,58365,15638,0,570.15,343.21,438.47,0,58,1200,69600,88481
2025-03-19,41427,57960,15822,0,646.03,341.64,440.22,0,66,1200,79200,88668
2025-03-20,38193,57742,15656,0,603.11,340.45,439.02,0,73,1200,87600,89332
2025-03-21,40956,58023,15676,0,563.34,340.93,439,0,75,1200,90000,99318
2025-03-22,45395,57812,15657,0,470.91,341.36,439.44,0,81,1200,97200,103515
2025-03-23,47915,57909,15705,0,710.57,340.98,441.43,0,51,1200,61200,97457
2025-03-24,41222,58119,15702,0,575.11,342.35,440.13,0,60,1200,72000,97784
2025-03-25,44438,57615,15686,0,599.53,339.74,440.16,0,66,1200,79200,103824
2025-03-26,45372,58085,15732,0,558.05,342.81,441.53,0,82,1200,98400,99947
2025-03-27,42314,57772,15596,0,544.5,339.75,438,0,62,1200,74400,97643
2025-03-28,63286,56562,15504,0,551.39,332.83,434.69,0,71,1200,85200,105154
2025-03-29,56031,57984,15559,0,488.61,341.61,438.17,0,70,1200,84000,110424
2025-03-30,61662,58298,15426,0,506.31,343.96,433.44,0,63,1200,75600,106773
2025-03-31,44368,53936,15266,0,543.72,318.32,428.53,0,75,1200,90000,114786
2025-04-01,52118,65847,12016,0,574.41,388.63,336.46,0,65,1200,78000,120289
2025-04-02,42029,85531,11984,0,642.9,504.18,334.54,0,89,1200,106800,112983
2025-04-03,63966,86853,11959,0,562.11,504.59,335.7,0,60,1200,72000,100552
2025-04-04,84783,270792,12114,386,787.04,503.61,335.84,5.28,64,1200,76800,105790
2025-04-05,61029,238171,12115,1089,664.36,496.6,339.52,10.7,86,1200,103200,117526
2025-04-06,64588,251113,11948,1497,857.52,504.37,334.7,13.45,61,1200,73200,106640
2025-04-07,55999,286931,11907,1330,777.45,504.43,333.5,13.1,97,1200,116400,118939
2025-04-08,52431,309684,11931,1221,714.31,503.76,334.67,11.67,94,1200,112800,107355
2025-04-09,48291,256854,11978,1194,815.08,501.55,335.39,11.83,96,1200,115200,101791
2025-04-10,59167,273108,11906,1168,732.32,491.79,334.34,12.1,74,1200,88800,102759
2025-04-11,70646,283848,11900,617,851.76,485.56,334.26,5.74,80,1200,96000,102899
2025-04-12,57541,321240,12178,0,697.92,493.48,341.2,0,65,1200,78000,115021
2025-04-13,62578,238479,11904,4781,614.96,506.79,334.12,86.17,64,1200,76800,105036
2025-04-14,55198,293029,11887,1533,671.41,506.82,333.08,34.07,67,1200,80400,111957
2025-04-15,48819,290305,11958,4152,490.42,502.56,335.41,107.42,68,1200,81600,106870
2025-04-16,48848,244158,12030,6570,592.82,487.61,336.61,185.53,66,1200,79200,98978
2025-04-17,53429,256852,11883,7747,594.59,509.71,334.02,150.09,51,1200,61200,100985
2025-04-18,63708,206775,11870,8917,1048.88,493.88,331.96,139.47,64,1200,76800,117776
2025-04-19,67397,206558,11824,2245,1160.91,509.43,331.91,42.68,88,1200,105600,123117
2025-04-20,59715,201247,12447,4347,1057.39,508.93,349.29,104.72,30,1200,36000,101975
2025-04-21,60223,224242,11773,5493,1133.14,508.67,330.72,118.06,80,1200,96000,121808
2025-04-22,46834,207876,11754,8851,917.81,509.51,329.99,133.01,75,1200,90000,124712
2025-04-23,52629,219640,11743,6776,1024.03,509.68,329.24,98.37,70,1200,84000,128017
2025-04-24,47306,211145,13490,5337,668.74,510.62,331.66,80.02,63,1200,75600,129626
2025-04-25,61069,212561,13372,7804,1045.7,508.35,329.7,113.95,62,1200,74400,119973
2025-04-26,60622,205005,13713,6306,886.57,511.8,327.66,95.04,54,1200,64800,131440
2025-04-27,51984,215016,13502,8475,688.29,509.82,326.85,116.16,49,1200,58800,120284
2025-04-28,45983,221554,13401,5317,719.79,505.23,328.77,89.12,60,1200,72000,128280
2025-04-29,50271,251361,13186,6254,808.99,505.14,325.05,101.46,49,1200,58800,137648
2025-04-30,39069,222569,13268,5558,561.32,512.82,328.19,103.1,58,1200,69600,119414
2025-05-01,45219,188084,13493,6980,623.71,387.82,331.77,106.67,45,1200,54000,112055
2025-05-02,43565,172134,13278,6096,906.41,371.56,325.46,103.43,76,1200,91200,115649
2025-05-03,57893,153999,13571,5600,792.41,340.42,325.55,93.94,73,1200,87600,122998
2025-05-04,49676,201558,13715,8446,724.69,356.85,323.82,119.52,41,1200,49200,114876
2025-05-05,44922,191848,13715,7299,719.53,356.66,325.28,102.17,41,1200,49200,114350
2025-05-06,38840,159122,13768,5864,650.42,356.78,324.91,87.04,41,1200,49200,106585
2025-05-07,40799,129373,13693,6412,793.54,357.05,324.3,100.36,38,1200,45600,92442
2025-05-08,39264,152888,13379,6579,681.71,343.7,322.49,96.48,44,1200,52800,98305
2025-05-09,38370,169927,13303,5392,676.19,355.65,325.38,98.65,31,1200,37200,103635
2025-05-10,43434,153146,13280,4462,596.47,354.92,324.05,92.13,25,1200,30000,106117
2025-05-11,40508,148672,12900,6498,601.89,356.11,325.2,116.84,27,1200,32400,96292
2025-05-12,37904,174235,13340,6534,734.51,344.4,327.56,103.69,42,1200,50400,100168
2025-05-13,36451,165244,13410,5664,707.59,342.77,329.05,95.47,41,1200,49200,99813
2025-05-14,31071,156847,13098,4204,544.6,356.62,322.77,92.49,35,1200,42000,107464
2025-05-15,32179,155150,13120,3592,547.48,352.49,322.57,86.21,20,1200,24000,86344
2025-05-16,30244,174284,13136,5493,506.95,357.71,326.02,117.66,33,1200,39600,79758
2025-05-17,37815,220700,13142,5227,656.55,347.9,322.49,87.47,53,1200,63600,87236
2025-05-18,34335,189820,13214,6803,589.09,348.67,324.66,116.18,29,1200,34800,80230
2025-05-19,36802,198680,13101,5447,654.83,347.04,322.15,114.08,48,1200,57600,87815
2025-05-20,30142,216970,13128,3933,543.25,345.04,320.9,93.5,39,1200,46800,101453
2025-05-21,28928,161854,13502,4402,502.71,362.03,322.39,95.97,27,1200,32400,78728
2025-05-22,26898,134879,13026,4635,573.54,351.14,317.91,102.3,19,1200,22800,83418
2025-05-23,25812,168674,13634,3181,510.74,362.49,323.1,87.17,28,1200,33600,101590
2025-05-24,27638,193342,13181,2935,527.81,351.22,318.55,87.59,25,1200,30000,87156
2025-05-25,25736,141100,12797,3489,394.24,353.28,324.43,151.75,18,1200,21600,77056
2025-05-26,27719,200457,12935,3438,533.71,360.46,318.07,112.32,26,1200,31200,82859
2025-05-27,29292,185263,12935,3948,677.43,370.58,317.83,87.39,34,1200,40800,91296
2025-05-28,27095,203030,12899,3607,551.11,373.3,316.79,82.06,32,1200,38400,102631
2025-05-29,28355,103100,12927,3716,521.48,267.68,318.1,107.55,21,1200,25200,99630
2025-05-30,25330,60048,12831,2561,472.85,169.55,316.49,74.89,45,1200,54000,95772
2025-05-31,27479,65407,13277,3181,520.74,170.15,313.21,80.55,17,1200,20400,88999
2025-06-01,32393,74632,16753,6124,436.47,230.41,401.82,124.28,29,1200,34800,95054
2025-06-02,22845,104941,16777,3385,456.34,295.95,403.8,63.09,28,1200,33600,107184
2025-06-03,16130,87398,16532,1056,329.3,185.47,403.08,20.98,20,1200,24000,85491
2025-06-04,15593,139265,16624,949,371.4,299.49,401.93,19.35,40,1200,48000,85918
2025-06-05,14934,276724,16527,1031,309.46,283.94,402.19,21.08,27,1200,32400,94480
2025-06-06,13766,153787,16450,853,324.94,297.32,401.53,20.28,33,1200,39600,79693
2025-06-07,17741,159691,16307,635,387.26,298.92,402.47,14.25,15,1200,18000,73952
2025-06-08,17222,152041,16147,879,324.54,302.37,401.01,21.79,24,1200,28800,70642
2025-06-09,18625,153422,16358,1091,511.28,311.44,402.02,21.94,30,1200,36000,77108
2025-06-10,14282,78528,16668,987,341.13,310.41,403.1,24.14,29,1200,34800,76346
2025-06-11,12174,36711,16395,778,265.87,183.49,400.22,14.23,31,1200,37200,70961
2025-06-12,12973,31593,16336,923,370.68,155.02,400.61,19.15,27,1200,32400,81692
2025-06-13,12729,52800,16584,1035,277.5,154.19,398.91,18.45,40,1200,48000,82691
2025-06-14,16686,49726,16686,1094,393.85,160.25,400.03,19.92,48,1200,57600,71064
2025-06-15,15426,38087,16733,1459,260.1,159.95,402.2,25.28,11,1200,13200,85672
2025-06-16,17329,42797,16827,1013,370.74,160.67,400.99,17.89,27,1200,32400,100282
2025-06-17,17536,44918,15943,1021,371.82,160.04,398.57,20.11,24,1200,28800,90774
2025-06-18,20091,41943,16218,1199,383.56,160.19,399.23,25.64,35,1200,42000,90325
2025-06-19,21498,43602,16418,998,331.49,160.71,399.85,16.64,28,1200,33600,85857
2025-06-20,21308,41987,16916,745,359.63,158.89,405.39,14.47,23,1200,27600,73174
2025-06-21,25562,50441,16185,1031,436.24,160.37,398,19.51,40,1200,48000,70004
2025-06-22,30028,49680,16196,1211,566.77,159.68,396.28,25.77,17,1200,20400,65323
2025-06-23,22626,45240,16334,1056,385.41,160.05,402.41,22.31,28,1200,33600,72888
2025-06-24,20255,37999,16508,914,372.66,160.24,400.45,17.8,18,1200,21600,72814
