time,Google-Brand,Google-Non-Brand,Google-PMAX,Google-Discovery,Google-DemandGen,Bing-Brand,Bing-Non-Brand,Bing-Smart Shopping,Facebook-Prospecting,Facebook-Retargeting,Meta Audience Network Prospecting,Meta Audience Network Retargeting,IG-Prospecting,IG-Retargeting,DV360_DOOH,DV360_Youtube_CTV,"DV360_Youtube_
 Mobile-Desktop",Podcasts,Amazon Display Prospecting,Amazon Display Retargeting,Amazon OTT,Amazon TNF,Amazon Audio,Amazon CTV,Inuvo Display Gaming,Inuvo Display Sports,Inuvo Display Brand,Inuvo Display Conquesting,Inuvo_Display_Outdoor,Inuvo CTV Brand,Inuvo_CTV_Outdoor,Inuvo_CTV_PG_Sports,Inuvo CTV Conquesting,Nexen Display,NEXXEN_CTV,NEXXEN_Audio,Trade Desk Display,Trade Desk OLV,Live Sports Activations,Promo_Var,revenue
2023-12-06,9708.33,1465.95,2485.53,0,0,1293.7,647.98,1820.3,1528.75,186.2,0,0,207.28,16.22,0,0,18285.04,0,1522.25,1475.43,634.66,0,0,0,0,0,0,0,0,0,0,0,0,5203.93,1191.33,0,0.02,0,0,0,283834.52
2023-12-07,7325.53,1199.68,1390.89,0,0,950.9,781.75,1018.06,1519.41,185.73,0,0,208.4,11.37,0,0,4573.28,0,1207.14,1415.2,639.79,0,0,0,0,0,0,0,0,0,0,0,0,4492.31,1188.32,0,0.02,0,0,0,259555.63
2023-12-08,7380.03,1717.61,2961.46,0,0,942.98,373,1244.78,1516.29,185.99,3.2,0,214.97,11.27,0,0,5397.44,0,1174.72,1396.95,622.44,0,0,0,0,0,0,0,0,0,0,0,0,5359.35,1187.52,0,0.08,0,0,0,277464.83
2023-12-09,7293.38,1701,3335.32,0,0,868.13,160.57,1196.82,1582.04,187.04,1.6,0,212.88,10.6,0,0,5373.2,0,1277.89,1317.35,645.15,0,0,0,0,0,0,0,0,0,0,0,0,5296.34,1186.55,0,0.01,0,0,0,222448.76
2023-12-10,7676.01,1409.9,2955.48,0,0,832.12,156.52,1144.5,1659.12,200.78,0,0,236.77,17.52,0,0,3563.28,0,1012.56,1247.55,650.14,0,0,0,0,0,0,0,0,0,0,0,0,5425.21,1183.25,0,0.01,0,0,0,254943.13
2023-12-11,8357.54,2173.31,2636.48,0,0,993.43,158.57,963.56,7197.98,195.08,0,0,733.81,14.02,0,0,1624.08,0,4154.06,1995.08,864.59,0,0,0,0,0,0,0,0,0,0,0,0,5476.55,1179.76,0,0.02,0,0,0.4,445308.75
2023-12-12,5485.84,1619.69,3149.74,0,0,931.48,205.76,776.08,7033.15,189.83,0,0,544.92,14.57,0,0,2666.4,0,3892.49,4102.91,1872.71,0,0,0,0,0,0,0,0,0,0,0,0,5459.31,1180.56,0,0,0,0,0.4,378045.35
2023-12-13,4384.16,691.07,2622,0,0,833.5,228.57,660.54,8779.83,185.77,0,0,557.23,14.64,0,0,4953.04,0,3839.35,4060.11,1874.8,0,0,0,0,0,0,0,0,0,0,0,0,4975,1178.55,0,0.01,0,0,0.4,335182.57
2023-12-14,7723.34,1962.37,2609.5,0,0,968.4,231.12,1146.68,8170.01,185.91,0,0,587.11,17.44,0,0,3854.16,0,3819.82,4017.69,1876.36,0,0,0,0,0,0,0,0,0,0,0,0,4888.2,1176.93,0,0,0,0,0.4,327700.84
2023-12-15,7669.69,1876.2,3809.28,0,0,1088.22,154.26,1225.16,7368.62,186.06,4.8,0,521.17,13.32,0,0,3506.72,0,3772.86,3970.37,1879.16,0,0,0,0,0,0,0,0,0,0,0,0,5098.71,1160.26,0,0.02,0,0,0.4,334323.44
2023-12-16,8538.2,2021.78,3970.48,0,0,1042.87,33.89,1534.72,7333.06,186.57,0,0,497.04,12.08,0,0,3571.36,0,3787.85,3918.51,1880.46,0,0,0,0,0,0,0,0,0,0,0,0,5059.75,1161.86,0,0,0,0,0.4,349953.95
2023-12-17,8200.74,2600.65,3584.31,0,0,1091.22,41.23,1549.98,7798.68,200.66,0,0,565.32,11.29,0,0,4258.16,0,3637.6,3856.7,1880.26,0,0,0,0,0,0,0,0,0,0,0,0,5160.14,1169.29,0,0,0,0,0.4,310711.31
2023-12-18,9057.66,2732.99,3648.25,0,0,1095.21,43.14,1471.5,7476.07,194.65,0,0,543.45,12.26,0,0,2803.76,0,3577.82,3779.44,1889.93,0,0,0,0,0,0,0,0,0,0,0,0,5359.46,1153.95,0,0,0,0,0.4,356264.41
2023-12-19,8182.87,2474.65,6070.3,0,0,1128.34,58.19,1497.66,7511.06,190.32,0,0,490.03,10.42,0,0,3135.04,0,3889.11,3686.84,1890.63,0,0,0,0,0,0,0,0,0,0,0,0,5316.13,1138.55,0,0,0,0,0.4,360562.91
2023-12-20,8062.68,2160.33,6668.96,0,0,1122.01,70.35,0,7124.82,186.38,0,0,418.14,12.23,0,0,0,0,3216.91,3567.33,1897.34,0,0,0,0,0,0,0,0,0,0,0,0,5415.47,1138.55,0,0,0,0,0.4,324560.78
2023-12-21,7740.46,3065.59,5374.44,0,0,2048.78,70.47,0,7026.96,187,0,0,413.3,12.26,0,0,0,0,3062.89,3396.65,1908.76,0,0,0,0,0,0,0,0,0,0,0,0,5301.73,1126.49,0,0,0,0,0.4,304557.47
2023-12-22,8083.67,2772.18,6740.31,0,0,2173.66,70.48,0,7739.36,186.08,0,0,380.43,11.41,0,0,0,0,2503.31,2779.25,1951.5,0,0,0,0,0,0,0,0,0,0,0,0,5234.56,1125.69,0,0,0,0,0.4,298910.51
2023-12-23,7911.88,3690.2,8441.4,0,0,1597.2,70.45,0,7545.72,184.91,0,0,713.04,11.36,0,0,0,0,966.87,208.93,314.7,0,0,0,0,0,0,0,0,0,0,0,0,5485.63,1110.76,0,0,0,0,0.4,233521.6
2023-12-24,6775,3444.64,7740.19,0,0,1551.82,70.22,0,9252.87,199.29,0,0,957.96,13.83,0,0,0,0,703.34,797.04,332.54,0,0,0,0,0,0,0,0,0,0,0,0,5544.29,1108.37,0,0,0,0,0.4,197146.13
2023-12-25,8636.1,3496.97,8538.08,0,0,1533.25,69.65,0,8920.88,194.97,0,0,935.93,19.09,0,0,0,0,682.7,786.62,333.25,0,0,0,0,0,0,0,0,0,0,0,0,5757.4,1101.41,0,0,0,0,0.4,223675.51
2023-12-26,11835.35,2836,8719.97,0,0,3472.83,67.04,0,8485.62,198.66,0,0,640.5,21.52,0,0,0,0,809.11,775.27,332.76,0,0,0,0,0,0,0,0,0,0,0,0,3055.87,1089.46,0,0,0,0,0.4,364575.52
2023-12-27,12022.86,2961.1,7328.09,0,0,3822.89,71.38,0,7335.73,183.4,0,0,564.96,16.3,0,0,0,0,632.51,759.45,333.59,0,0,0,0,0,0,0,0,0,0,0,0,2071.9,846.38,0,0,0,0,0.4,369672.26
2023-12-28,12023.04,2791.37,6792.96,0,0,3597.32,68.4,0,7104.6,183.29,0,0,517.43,16.38,0,0,0,0,614.3,738.86,335.11,0,0,0,0,0,0,0,0,0,0,0,0,137.36,452.12,0,0,0,0,0.4,428624.72
2023-12-29,4203.59,1232.23,1520.95,0,0,3242.26,66.97,0,6436.97,183.52,0,0,521.77,13.15,0,0,0,0,605.23,715.18,335.58,0,0,0,0,0,0,0,0,0,0,0,0,135.1,305.59,0,0,0,0,0.4,389905.62
2023-12-30,3970.73,2356.76,1170.26,0,0,3340.58,66.05,0,6368.07,183.39,0,0,508.01,14.97,0,0,0,0,564.74,682.45,337.29,0,0,0,0,0,0,0,0,0,0,0,0,135.47,310.69,0,0,0,0,0.4,296866.33
2023-12-31,1515.2,2036.36,401.24,0,0,3191.29,65.91,0,5970.34,187.94,0,0,510.73,15.33,0,0,0,0,471.92,553.82,339.82,0,0,0,0,0,0,0,0,0,0,0,0,135.45,311.82,0,0,0,0,0.4,244883.58
2024-01-01,2998.07,914.05,565.34,7293,0,3314.2,62.47,0,2717.88,908.46,0,0,124.04,96.57,0,0,0,0,1344.71,1880.84,319.91,0,0,0,0,0,0,0,0,0,0,0,0,904.91,0,0,0,0,0,0.4,258769.87
2024-01-02,5452.79,1100.81,2581.15,1984,0,3590.53,61.66,0,4225.23,1567.6,0,0,178.67,158.05,0,0,0,0,881.68,1874.48,320.68,0,0,0,0,0,0,0,0,0,0,0,0,906.85,0,0,0,0,0,0.4,325923.67
2024-01-03,3491.75,897.17,1509.19,4318,0,2977.31,61.55,0,4116.25,1588.33,0,0,170.05,165.59,0,0,0,0,1133.52,1872.9,320.58,0,0,0,0,0,0,0,0,0,0,0,0,912.44,0,0,0,0,0,0.4,385764.9
2024-01-04,3663.52,877.93,1534.66,3346,0,1799.08,61.21,0,4480.95,1678.1,0,0,373.73,157.69,0,0,0,0,883.49,1872.48,321.35,0,0,0,0,0,0,0,0,0,0,0,0,901.26,0,0,0,0,0,0.4,328684.62
2024-01-05,4118.48,802.15,1692.78,7255,0,1849.04,61.01,0,4709.6,1731.4,0,0,455.95,167.45,0,0,0,0,852.78,1873.03,321.05,0,0,0,0,0,0,0,0,0,0,0,0,898.1,0,0,0,0,0,0.4,297215.81
2024-01-06,4316.76,1120.66,2484.83,8451,0,1693.77,60.12,0,4682.84,1773.1,0,0,442.27,135.6,0,0,0,0,1022.23,1851.45,320.83,0,0,0,0,0,0,0,0,0,0,0,0,916.68,0,0,0,0,0,0.4,290976.36
2024-01-07,3818.33,1156.17,2346.57,52309,0,1562.85,60.26,0,4983.77,1820.24,0,0,456.35,159.05,0,0,0,0,850.92,1860.71,321.18,0,0,0,0,0,0,0,0,0,0,0,0,918.9,0,0,0,0,0,0.4,286591.41
2024-01-08,5603.42,1542.55,2525.06,69230,0,2214.65,59.58,0,3864.98,1633.08,0,0,473.7,173.21,0,0,0,0,831.62,1891.53,321.03,0,0,0,0,0,0,0,0,0,0,0,0,896.95,0,0,0,0,0,0.4,256096.37
2024-01-09,4890.26,897.89,2053,20704,0,2191.84,60.12,0,629.36,252.66,0,0,278.55,44.77,0,0,0,0,897.4,1822.17,320.61,0,0,0,0,0,0,0,0,0,0,0,0,897.06,0,0,0,0,0,0.25,246212.8
2024-01-10,4800.55,851.21,1850.46,16430,0,2173.38,60.49,0,629.44,252.32,0,0,242.74,46.42,0,0,0,0,815.9,1810.13,321.83,0,0,0,0,0,0,0,0,0,0,0,0,1282.16,0,0,0,0,0,0.25,250351.08
2024-01-11,5422.69,832.93,2247.63,4187,0,2189.04,61.98,0,585.44,361.88,0,0,271.16,48.41,0,0,0,0,811.46,1830.79,322.22,0,0,0,0,0,0,0,0,0,0,0,0,933.71,0,0,0,0,0,0.25,246431.48
2024-01-12,5101.09,860.5,2154.75,1131,0,2327.44,58.74,0,588.66,442.79,0,0,255.88,48.47,0,0,0,0,818.24,1792.75,321.84,0,0,0,0,0,0,0,0,0,0,0,0,1851.21,0,0,0,0,0,0.25,245037.79
2024-01-13,5013.88,857.04,2068.34,884,0,1963.35,60.97,0,579.14,433.4,0,0,283.55,55.35,0,0,0,0,810.33,1787.89,321.79,0,0,0,0,0,0,0,0,0,0,0,0,2238.22,0,0,0,0,0,0.25,227872.87
2024-01-14,5006.96,817.01,1991.67,1060,0,1823.33,61.05,0,570.49,467.63,0,0,317.23,74.61,0,0,0,0,815.77,1775.21,321.84,0,0,0,0,0,0,0,0,0,0,0,0,2183.79,0,0,0,0,0,0.25,234126.78
2024-01-15,5120.79,790.38,1748.27,1437,0,2288.85,59.27,0,533.15,498.25,0,0,305.92,78.72,0,0,0,0,803.07,1758.72,322.26,0,0,0,527.87,0,0,0,0,0,0,0,0,2244.21,0,0,0,0,0,0.25,268722.02
2024-01-16,5052.18,821.29,1927.71,2685,0,2271.36,58.65,0,498.65,480.02,0,0,322.79,90,0,0,0,0,852.61,1753,322.57,0,0,0,650.11,0,0,0,0,0,0,0,0,2175.14,0,0,0,0,0,0.25,242244.77
2024-01-17,5020.06,843.57,1880.13,2184,0,2271.87,58.04,0,501.98,460.33,0,0,304.98,74.76,0,0,0,0,893.56,1750.76,322.78,0,0,0,1084.57,0,0,0,0,0,0,0,0,2225.52,0,0,0,0,0,0.25,278707.29
2024-01-18,4872.95,812.84,1531.46,952,0,2202.47,58.37,0,532.21,476.72,0,0,259.6,73.08,0,0,0,0,796.86,1784.74,322.79,0,0,0,988.09,0,0,0,0,0,0,0,0,2190.41,0,0,0,0,0,0.25,248397.18
2024-01-19,5322.77,838.2,1571.45,800,0,2205.27,59.66,0,535.25,437.44,0,0,263.66,74.08,0,0,0,0,862.08,1783.49,323.03,0,0,0,984.32,0,0,0,0,0,0,0,0,2184.62,0,0,0,0,0,0.25,245080.12
2024-01-20,4993.75,847.46,2427.44,1324,0,2028.61,57.89,0,563.49,418.74,0,0,243.77,76.61,0,0,0,0,743.21,1689.02,323.69,0,0,0,1147.78,0,0,0,0,0,0,0,0,2255.01,0,0,0,0,0,0.25,231722.91
2024-01-21,4891.68,792.33,1647.65,98836,0,1799.3,58.21,0,515.84,495.14,0,0,317.44,92.48,0,0,0,0,1014.26,1675.03,323.15,0,0,0,1151.2,0,0,0,0,0,0,0,0,2153.38,0,0,0,0,0,0.25,218776.89
2024-01-22,4876.29,776.59,1979.91,150019,0,1987.66,55.14,0,522.08,481.34,0,0,292.37,88.7,0,0,0,0,703.49,1658.11,323.45,0,0,0,974.23,0,0,0,0,0,0,0,0,2474.02,0,0,0,0,0,0.25,254006.49
2024-01-23,4788.48,732.66,1944.73,121734,0,1745.17,57.57,0,511.13,452.33,0,0,311.16,89.47,0,0,0,0,692.48,1639.31,322.55,0,0,0,1289.85,0,0,0,0,0,0,0,0,2532.88,0,0,0,0,0,0.25,260302.46
2024-01-24,4519.5,669.49,1941.7,155500,0,2158.53,55.55,0,572.92,478.75,0,0,273.31,76.57,0,0,0,0,734.4,1621.9,323.1,0,0,0,1268.72,0,0,0,0,0,0,0,0,2528.97,0,0,0,0,0,0.25,258895.51
2024-01-25,5262.14,666.86,1787.05,147085,0,2742.51,55.91,0,581.73,458.82,0,0,283.97,74.82,0,0,0,0,716.23,1612.15,324.17,0,0,0,1077.79,0,0,0,0,0,0,0,0,2318.23,0,0,0,0,0,0.25,244874.07
2024-01-26,5047.55,676.4,2277.93,75994,0,2726.84,57.68,0,595.54,446.78,0,0,287.87,72.49,0,0,0,0,644.1,1569.48,324.28,0,0,0,1223.89,0,0,0,0,0,0,0,0,1704.72,0,0,0,0,0,0.25,247289.71
2024-01-27,5211.35,697.76,2658.93,104547,0,2625.4,57.95,0,616.64,446.51,0,0,269.99,72.94,0,0,0,0,642.09,1541.46,323.9,0,0,0,1332.01,0,0,0,0,0,0,0,0,1822.25,0,0,0,0,0,0.25,236020.53
2024-01-28,5162.43,704.88,2384.01,82766,0,2564.18,56.47,0,601.76,454.59,0,0,352.44,97.21,0,0,0,0,615.96,1512.23,324.4,0,0,0,1376.87,0,0,0,0,0,0,0,0,2515.1,0,0,0,0,0,0.25,230358.2
2024-01-29,6374.38,859.58,2094.68,102922,0,2637.04,189.5,0,546.25,442.82,0,0,305.63,94.96,0,0,0,0,626.72,1473.37,324.56,0,0,0,1287.02,0,0,0,0,0,0,0,0,2886.13,0,0,0,0,0,0.25,282410.13
2024-01-30,6790.06,902.21,2104.77,123151,0,729.73,145.32,0,538.27,488.43,0,0,301.07,112.38,0,0,0,0,555.77,1401.18,324.36,0,0,0,1115.38,0,0,0,0,0,0,0,0,2677.84,0,0,0,0,0,0.25,262432.88
2024-01-31,7662.92,2224.52,2456.78,138604,0,25.87,12.36,0,508.35,443.16,0,0,334.34,95.42,0,0,0,0,509.89,1154.09,327.47,0,0,0,1178.53,0,0,0,0,0,0,0,0,2651.88,0,0,0,0,0,0.25,280914.73
2024-02-01,7178.68,2470.47,2829.68,139951,0,1079.63,829.2,0,127.91,387.65,0,0,21.45,79.52,0,0,0,0,968.4,1032.16,860.42,0,0,0,518.05,0,0,0,0,0,0,0,0,2178.79,0,0,0,0,0,0.4,345092.68
2024-02-02,7621.95,2751.2,2759.62,116867,0,1097.45,800.85,0,1143.07,826.69,0,0,482.91,562.79,0,0,0,0,952.78,938.6,859.51,0,0,0,886.98,0,0,0,0,0,0,0,0,2031.29,0,0,0,0,0,0.4,303975.51
2024-02-03,8339.59,2747.95,2946.02,168810,0,1038.35,822.87,0,1753.26,909.53,0,0,582.38,703.94,0,0,0,0,953.55,978.82,860.02,0,0,0,981.31,0,0,0,0,0,0,0,0,2087.42,0,0,0,0,0,0.4,292118.27
2024-02-04,7798.11,2799.24,2889.1,82469,0,1133.43,830.12,0,1298.61,1311.25,0,0,563.87,996.18,0,0,0,0,962.83,974.31,857.03,0,0,0,1002.63,0,0,0,0,0,0,0,0,2033.46,0,0,0,0,0,0.4,306240.36
2024-02-05,7880.94,2881.37,2926.68,91781,0,1102.07,758.25,0,1371.96,1711.74,0,0,300.29,584.24,0,0,0,0,936.15,957.19,860.33,0,0,0,695.27,0,0,0,0,0,0,0,0,2017.43,0,0,0,0,0,0.4,335076.73
2024-02-06,5761.09,2177.07,2290.56,24184,0,1767.12,327.16,0,2071.27,1810.08,0,0,476.97,418.77,0,0,0,0,928.51,920.48,859.45,0,0,0,587.47,0,0,0,0,0,0,0,0,2014.52,0,0,0,0,0,0.4,317088.97
2024-02-07,5206.44,2321.97,2966.94,8265,0,2047.88,163.77,0,2080.71,1629.06,0,0,550.16,408.8,0,0,0,0,936.43,953.65,858.71,0,0,0,581.38,0,0,0,0,0,0,0,0,2012.41,0,0,0,0,0,0.4,283334.03
2024-02-08,4784.19,2179.37,3429.2,3863,0,2136.21,159.35,0,1987.04,1554.92,0,0,566.16,453.34,0,0,0,0,920.23,981.4,859.29,0,0,0,718.44,0,0,0,0,0,0,0,0,1970.79,0,0,0,0,0,0.4,282576.84
2024-02-09,4960.42,2174.41,3569.3,1411,0,2001.81,143.08,0,2094.89,1648.3,0,0,628.4,371.65,0,0,0,0,922.3,906.57,859.82,0,0,0,758.96,0,0,0,0,0,0,0,0,2003.35,0,0,0,0,0,0.4,297692.38
2024-02-10,5547.27,2163.63,3365.39,400,0,1885.43,156.44,0,1752.21,1862.55,0,0,701.6,481.28,0,0,0,0,938.31,896.82,860.61,0,0,0,838.5,0,0,0,0,0,0,0,0,2018.63,0,0,0,0,0,0.4,257811.97
2024-02-11,4907.49,2257.89,3375.09,696,0,1924.77,166.04,0,1893.33,1773.79,0,0,682.86,492.75,0,0,0,0,905.5,911.81,859.9,0,0,0,778.66,0,0,0,0,0,0,0,0,2008.43,0,0,0,0,0,0.4,236238.94
2024-02-12,5709.57,2260.8,3353.51,10261,0,1751.39,130.79,0,2160.72,1181.65,0,0,817.26,430.5,0,0,0,0,898.3,792.19,355.25,0,0,0,939.98,0,0,0,0,0,0,0,0,1988.2,0,0,0,0,0,0.4,256575.55
2024-02-13,5354.15,2234.05,2830.8,998,0,1791.47,156.32,0,3425.22,2275.24,0,0,1043.49,661.82,0,0,0,0,750.13,379.54,304.29,0,0,0,658.56,0,0,0,0,0,0,0,0,1977.05,0,0,0,0,0,0.4,262544.93
2024-02-14,4828.38,2171.53,2730.93,838,0,1753.45,162.7,0,4905.05,2199.59,0,0,1105.28,804.31,0,0,0,0,487.26,386.91,304.49,0,0,0,725.81,0,0,0,0,0,0,0,0,1974.11,0,0,0,0,0,0.4,264898.03
2024-02-15,5558.1,2370.93,3332.46,561,0,1803.75,150.35,0,607.78,263.12,0,0,311.74,74.55,0,0,0,0,645.93,363.58,306.15,0,0,0,730.72,0,0,0,0,0,0,0,0,1967.56,0,0,0,0,0,0.4,282694.85
2024-02-16,6086.68,2243.63,2781.43,11,0,2255.68,147.56,0,670.2,285.3,0,0,259.74,80.53,0,0,0,0,493.62,378.43,306.42,0,0,0,722.05,0,0,0,0,0,0,0,0,1559.18,0,0,0,0,0,0.4,293133.4
2024-02-17,6922.3,2157.38,2988.15,35,0,2186.04,163.17,0,710,277.32,0,0,248.61,71.82,0,0,0,0,466,379.41,305.47,0,0,0,758.2,0,0,0,0,0,0,0,0,1748.75,0,0,0,0,0,0.4,280128.35
2024-02-18,6761.8,2192.24,3078.85,39,0,1954.05,139.18,0,754.41,281.56,0,0,276.92,78.1,0,0,0,0,468.9,352.19,305.7,0,0,0,800.97,0,0,0,0,0,0,0,0,1832.76,0,0,0,0,0,0.4,257132.06
2024-02-19,6874.05,2203.12,2714.57,48,0,2093.51,166.36,0,766.41,284.71,0,0,218.02,80.1,0,0,0,0,460.34,349.24,306.49,0,0,0,791.58,0,0,0,0,0,0,0,0,1982.27,0,0,0,0,0,0.4,326111.08
2024-02-20,6440.27,2261.71,2377.23,24,0,1948.85,197.4,0,685.51,255.05,0,0,286.77,90.66,0,0,0,0,456.15,387.45,307.28,0,0,0,684.55,0,0,0,0,0,0,0,0,1968.12,0,0,0,0,0,0.25,247120.55
2024-02-21,7182.79,2239.35,2870.77,19,0,1948.52,185.68,0,581.34,258.26,0,0,340.87,110.8,0,0,0,0,449.44,337.45,305.51,0,0,0,656.86,0,0,0,0,0,0,0,0,1757.96,0,0,0,0,0,0.25,244085.15
2024-02-22,8066.06,2338.86,2844.78,202,0,2018.29,213.93,0,728.55,252.63,0,0,237.98,79.78,0,0,0,0,436.3,331.45,305.83,0,0,0,645.7,0,0,0,0,0,0,0,0,1804.12,0,0,0,0,0,0.25,257565.08
2024-02-23,8989.31,2243.6,2954.48,805,0,2046.16,232.28,0,702.08,264.04,0,0,259.6,87.85,0,0,0,0,427.8,329.27,305.61,0,0,0,618.01,0,0,0,0,0,0,0,0,1757.68,0,0,0,0,0,0.5,304910.75
2024-02-24,7181.75,2125.15,3208.93,223,0,1593.68,248.01,0,697.29,272.89,0,0,262.87,86.73,0,0,0,0,420.35,339.32,305.55,0,0,0,593.32,0,0,0,0,0,0,0,0,1774.74,0,0,0,0,0,0.5,262885.88
2024-02-25,6886.64,2197.59,3297.42,660,0,1868.23,258.18,0,644.59,290.94,0,0,337.12,113.9,0,0,0,0,427.57,346.31,304.88,0,0,0,628.24,0,0,0,0,0,0,0,0,1936.69,0,0,0,0,0,0.5,242874.96
2024-02-26,6457.84,637.81,2979.99,932,0,2598.38,480.14,0,571.67,277.31,0,0,332.84,143.46,0,0,0,0,485.91,303.2,310.66,0,0,0,789.73,0,0,0,0,0,0,0,0,2146.77,0,0,0,0,0,0.5,319294.99
2024-02-27,6270.16,642.73,2912.73,774,0,3255.25,676.32,0,475.25,391.51,0,0,244.25,205.36,0,0,0,0,357.98,280.32,305.44,0,0,0,799.7,0,0,0,0,0,0,0,0,2030.7,0,0,0,0,0,0.1,253105.9
2024-02-28,5651.16,592.31,1787.77,624,0,3411.05,680.99,0,482.48,447.2,0,0,192.76,164.52,0,0,0,0,322.31,280.26,299.44,0,0,0,834.65,0,0,0,0,0,0,0,0,2161.34,0,0,0,0,0,0.1,254073.8
2024-02-29,4096.97,558.94,1201.37,692,0,3908.36,1100.6,0,488.73,372.28,0,0,224.87,142.76,0,0,0,0,331.99,202.13,301.69,0,0,0,616.44,0,0,0,0,0,0,0,0,1135.07,0,0,0,0,0,0.1,242773.07
2024-03-01,3652.84,606.6,1402.73,567,0,3448.45,677.62,0,274.5,285.64,0,0,133.69,124.95,0,0,0,0,704.19,252.4,337.13,0,0,0,778.85,0,0,0,0,0,0,0,0,1981.13,0,0,0,0,0,0.1,278048.14
2024-03-02,3487.31,630.97,1375.13,552,0,1352.92,126.77,0,253.3,293.41,0,0,171.3,148.43,0,0,0,0,699.78,248.13,334.47,0,0,0,840.82,0,0,0,0,0,0,0,0,2327.56,0,0,0,0,0,0.1,244975.51
2024-03-03,3485.12,626.59,1449.64,483,0,1351.84,114.05,0,316.72,327.65,0,0,152.7,148.61,0,0,0,0,697.95,266.35,334.88,0,0,0,885.88,0,0,0,0,0,0,0,0,2368.96,0,0,0,0,0,0.1,224691.76
2024-03-04,3892.7,598.05,1475.4,720,0,1681.47,99.6,0,324.03,337.72,0,0,150.92,85.37,0,0,0,0,697.32,305.52,338.24,0,0,0,749.51,0,0,0,0,0,0,0,0,2534.88,0,0,0,0,0,0.1,276913.24
2024-03-05,3638.73,613.18,1450.63,580,0,1495.25,113.7,0,116.54,298.9,0,0,11.94,85.8,0,0,0,0,707.21,280.04,340.88,0,0,0,669.02,0,0,0,0,0,0,0,0,2398.7,0,0,0,0,0,0.1,250745.77
2024-03-06,3447.87,602.06,1414.83,263,0,1460.1,85.09,0,261.97,339.51,0,0,109.29,101.75,0,0,0,0,695.81,266.72,335.78,0,0,0,669,0,0,0,0,0,0,0,0,2521.39,0,0,0,0,0,0.25,258818.73
2024-03-07,3500.59,608.9,1368.33,310,0,1579.67,142.04,0,296.84,350.91,0,0,161.58,84.44,0,0,0,0,698.21,379.68,341.83,0,0,0,718.76,0,0,0,0,0,0,0,0,2470.02,0,0,0,0,0,0.25,280274.6
2024-03-08,3577.61,601.28,1410.5,563,0,1412.29,112.95,0,267.63,368.83,0,0,147.68,113.73,0,0,0,0,699.67,351.1,334.59,0,0,0,685.99,0,0,0,0,0,0,0,0,2430.54,0,0,0,0,0,0.25,282314.19
2024-03-09,3426.95,567.22,1357.17,501,0,1243.79,100.55,0,302.68,346.44,0,0,152.45,109.8,0,0,0,0,694.61,399.75,339.51,0,0,0,664.31,0,0,0,0,0,0,0,0,2416.03,0,0,0,0,0,0.25,257261.12
2024-03-10,3445.19,605.17,1438.89,892,0,1136.43,92.31,0,261.43,374.28,0,0,178.33,154.17,0,0,0,0,680.64,411.36,331.05,0,0,0,653.66,0,0,0,0,0,0,0,0,2466.28,0,0,0,0,0,0.25,238094.99
2024-03-11,3654.27,614.82,1475.37,1106,0,1375.03,81.39,0,214.68,402.14,0,0,157.85,173.18,0,0,0,0,713.56,428.02,336.63,0,0,0,599.58,0,0,0,0,0,0,0,0,2147.33,0,0,0,0,0,0.25,294817.21
2024-03-12,4491.81,598.44,1379.35,2256,0,1335.46,124.07,0,189.98,380.07,0,0,161.04,185.38,0,0,0,0,711.14,338.48,327.6,0,0,0,684.98,0,0,0,0,0,0,0,0,3349.53,0,0,0,0,0,0.25,251249.16
2024-03-13,5002.91,600.29,1649.14,2225,0,1190.93,126.75,0,183.57,394.68,0,0,150.76,171.09,0,0,0,0,690.19,308.6,343.61,0,0,0,723.82,0,0,0,0,0,0,0,0,4972.43,0,0,0,0,0,0.25,271295.4
2024-03-14,5046.37,636.29,2735.82,223,0,1213.78,112.38,0,174.92,373.69,0,0,164.53,163.53,0,0,0,0,699.9,375.95,338.48,0,0,0,728.62,0,0,0,0,0,0,0,0,3858.63,0,0,0,0,0,0.25,256326.11
2024-03-15,5055.88,623.42,2629.66,221,0,996.1,119.38,0,196.3,362.7,0,0,165.85,157.39,0,0,0,0,717.1,354.65,341.67,0,0,0,667.42,0,0,0,0,0,0,0,0,3965.2,0,0,0,0,0,0.31,272601.51
2024-03-16,4985.65,613.2,2558.47,454,0,740.25,70.42,0,188.94,382.2,0,0,155.61,159.92,0,0,0,0,812.98,355.13,335.28,0,0,0,601.33,0,0,0,0,0,0,0,0,4023.99,0,0,0,0,0,0.31,229068.01
2024-03-17,5115.97,578.18,2454.61,994,0,867.33,93.79,0,217.18,415.52,0,0,141.89,175.76,0,0,0,0,704.82,391.26,336.82,0,0,0,622.39,0,0,0,0,0,0,0,0,3948.33,0,0,0,0,0,0.31,292182.02
2024-03-18,5357.04,596.58,2541.13,1652,0,1250.07,89.78,0,190.26,392.57,0,0,168.93,175.6,0,0,0,0,769.62,385.08,342.45,0,0,0,489.31,0,0,0,0,0,0,0,0,3668.56,0,0,0,0,0,0.25,275760.26
2024-03-19,5144.66,608.08,2380.19,3717,0,1318.9,153.06,0,212.54,358.32,0,0,175.81,181.41,0,0,0,0,706.87,356.56,338.58,0,0,0,487.43,0,0,0,0,0,0,0,0,4009.02,0,0,0,0,0,0.25,253744.31
